"Player","Team","POS","RUSHATT","RUSHYDS","RUSHTDS","REC","RECYDS","RECTDS","FL","FPTS"
"Chase Claypool","BUF","WR154","0.0","2.5","0.0","8.9","111.7","0.8","0.0","25.2"
"Dillon Johnson","TEN","RB99","0.0","126.0","1.0","4.0","26.0","0.0","0.0","25.2"
"Jordan Akins","CLE","TE87","0.0","0.0","0.0","10.2","100.8","0.8","0.1","25.2"
"D.J. Montgomery","IND","WR155","0.0","3.0","0.0","9.6","114.8","0.6","0.0","25.1"
"La'Michael Pettway","NE","TE88","0.0","0.0","0.0","10.0","91.0","1.0","0.0","25.1"
"Brenton Strange","JAC","TE89","0.0","0.0","0.0","9.7","92.0","1.0","0.0","24.9"
"Dare Ogunbowale","HOU","RB100","20.7","71.1","0.3","8.7","64.2","0.2","0.1","24.9"
"Tip Reiman","ARI","TE90","0.0","0.0","0.0","10.2","99.2","0.8","0.0","24.9"
"Donovan Peoples-Jones","DET","WR156","0.0","1.3","0.0","8.8","120.1","0.7","0.0","24.9"
"Drew Sample","CIN","TE91","0.0","0.0","0.0","10.7","97.4","0.7","0.0","24.8"
"D'Ernest Johnson","JAC","RB101","31.8","114.2","0.5","5.4","39.2","0.1","0.1","24.4"
"Ian Thomas","CAR","TE92","0.0","0.0","0.0","10.8","109.4","0.5","0.0","24.4"
"Jared Wiley","KC","TE93","0.0","0.0","0.0","9.6","98.8","0.8","0.0","24.2"
"Skyy Moore","KC","WR157","0.0","3.0","0.0","8.9","103.0","0.8","0.0","24.0"
"Ronnie Rivers","LAR","RB102","27.2","112.3","0.7","4.6","34.0","0.1","0.0","23.9"
"Blake Watson","DEN","RB103","0.0","108.0","1.0","4.0","29.0","0.0","0.0","23.7"
"Ross Dwelley","ATL","TE94","0.0","0.0","0.0","8.1","105.5","0.8","0.0","23.6"
"Braxton Berrios","MIA","WR158","0.0","4.0","0.0","10.2","100.7","0.5","0.0","23.6"
"Lucas Krull","DEN","TE95","0.0","0.0","0.0","9.8","100.7","0.6","0.0","23.6"
"Jeremy McNichols","WAS","RB104","14.1","56.8","0.0","8.0","65.4","0.5","0.0","23.4"
"Craig Reynolds","DET","RB105","23.0","107.0","0.8","4.1","33.4","0.1","0.1","23.4"
"Isaiah Hodgins","NYG","WR159","0.0","2.0","0.0","8.7","108.8","0.6","0.0","23.3"
"Stone Smartt","LAC","TE96","0.0","0.0","0.0","8.7","99.2","0.8","0.0","23.2"
"Payne Durham","TB","TE97","0.0","0.0","0.0","9.2","96.7","0.7","0.0","23.2"
"Teagan Quitoriano","HOU","TE98","0.0","0.0","0.0","6.5","100.6","1.1","0.0","23.1"
"Royce Freeman","DAL","RB106","25.4","103.2","0.7","4.3","29.6","0.2","0.1","22.9"
"Danny Gray","SF","WR160","0.0","4.0","0.0","7.0","94.0","1.0","0.0","22.8"
"Xavier Hutchinson","HOU","WR161","0.0","9.5","0.0","7.9","98.5","0.6","0.0","22.2"
"Hunter Luepke","DAL","RB107","7.9","28.1","1.4","5.7","39.1","0.2","0.0","21.9"
